LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
10055391,곡성 원효계곡펜션,57527,전라남도 곡성군 곡성읍 서계길 73-30
10055392,춘천 위드559A풀빌라,24464,강원특별자치도 춘천시 남산면 북한강변길 162
10055393,춘천 위드559B풀빌라,24464,강원특별자치도 춘천시 남산면 북한강변길 164
10055394,청도 오복지키즈풀빌라,38325,경상북도 청도군 화양읍 오부실길 248
10055395,신촌 쟈스민,03779,서울특별시 서대문구 연세로2가길 6 (명수장모텔)
10055396,태안 다올키즈풀빌라,32172,충청남도 태안군 고남면 안면대로 4407-179
10055397,서귀포 스테이묘해독채펜션,63640,제주특별자치도 서귀포시 성산읍 산성효자로 95-7
10055398,제주 키즈풀빌라애드리랑,63363,제주특별자치도 제주시 구좌읍 문주란로3길 6
10055399,경주 더 캠프스테이,38219,경상북도 경주시 양남면 동해안로 415-3
10055400,가창 더숲,42940,대구광역시 달성군 가창면 삼산길 22
10055401,경주 더 비치스테이,38219,경상북도 경주시 양남면 동해안로 512
10055402,양평 라온힐조펜션,12505,경기도 양평군 옥천면 아래점골길 76-38
10055404,청주 옥화용소절경펜션&제이드나인,28201,충청북도 청주시 상당구 미원면 운암옥화길 257
10055405,양평 코알라키즈풀빌라,12509,경기도 양평군 용문면 학골길 204
10055406,영덕 달토 풀빌라 글램핑,36403,경상북도 영덕군 병곡면 흰돌로 85-32
10055407,남해 스테이가인,52454,경상남도 남해군 창선면 흥선로 903-14
10055408,경주 불국사한옥팜스테이,38127,경상북도 경주시 진티길 5-52
10055409,남해 홍현황토촌펜션,52436,경상남도 남해군 남면 남면로 389-42 (향토휴양촌)
10055410,남해 여기남해,52454,경상남도 남해군 창선면 흥선로 903-18
10055411,창원 망고펜션,51791,경상남도 창원시 마산합포구 진동면 주도해안길 37
10055412,대부도(선재도) 힐펜트하우스,23123,인천광역시 옹진군 영흥면 선재로170번안길 42-34
10055413,남해 하이네펜션,52447,경상남도 남해군 삼동면 동부대로1122번길 132-17
10055414,서산 숲속의펜션,31950,충청남도 서산시 운산면 마애삼존불길 125-30
10055415,영월 달꽃펜션,26201,강원특별자치도 영월군 무릉도원면 도원운학로 849
10055416,금산 원골힐링캠프펜션,32761,충청남도 금산군 제원면 금강로 726
10055417,단양 라벨라비타펜션,27021,충청북도 단양군 가곡면 가대1길 21
10055418,남해 독일마을노이하우스펜션,52447,경상남도 남해군 삼동면 독일로 64-11 (노이하우스)
10055419,영덕 블루마린펜션,36453,경상북도 영덕군 강구면 영덕대게로 573
10055420,제천 월송가든펜션,27226,충청북도 제천시 한수면 미륵송계로2길 7
10055421,청도 솔언덕펜션,38302,경상북도 청도군 각북면 낙산1길 34-20
10055422,경주 보문명가풀빌라,38114,경상북도 경주시 보덕로 143-20
10055423,태안 청포대 독채 가족 율라펜션,32155,충청남도 태안군 남면 청포대길 82
10055424,남해 까사마르 스파펜션,52436,경상남도 남해군 남면 남면로 788-35
10055425,대부도 노을이아름다운펜션,15640,경기도 안산시 단원구 구봉길 183-4
10055426,남해 해뜨는풍경,52444,경상남도 남해군 삼동면 삼이로 33
10055427,태안(안면도) 꿈의섬펜션,32166,충청남도 태안군 안면읍 꽃지2길 58-29
10055428,가평 개울건너펜션,12402,경기도 가평군 북면 화악산로 943-8
10055429,담양 죽녹원게스트하우스,57341,전라남도 담양군 담양읍 담주4길 24-61
10055430,거제도 부라노펜션A,53332,경상남도 거제시 동부면 학동3길 18
10055433,경주 S5키즈풀빌라,38123,경상북도 경주시 감포읍 경감로 2631-10
10055434,경주 워니유니키즈풀빌라,38123,경상북도 경주시 감포읍 경감로 2643-6
10055435,경주 블루비치펜션,38125,경상북도 경주시 감포읍 창바위길 51
10055436,청주 스테이201,28200,충청북도 청주시 상당구 미원면 운암옥화길 201
10055437,경주 솜마애견풀빌라,38126,경상북도 경주시 새골1길 13-12
10055438,태안 드르니오션리조트,32158,충청남도 태안군 남면 드르니길 53
10055439,태안 솔그림펜션,32131,충청남도 태안군 근흥면 근흥로 1232-21
10055440,영덕 포쉬풀빌라,36453,경상북도 영덕군 강구면 영덕대게로 523
10055441,강릉 포레스트펜션,25400,강원특별자치도 강릉시 연곡면 진고개로 1424-41
10055443,여수 블라우펜션,59782,전라남도 여수시 화정면 백야등대길 20
10055444,강화도 스테이 우솜,23006,인천광역시 강화군 삼산면 삼산남로 114-5
10055445,남해 창선스테이170,52453,경상남도 남해군 창선면 창선로 170
10055446,강화도 강화덕수궁펜션,23017,인천광역시 강화군 내가면 황청포구로 468
10055447,완주 빌라드소양,55348,전라북도 완주군 소양면 송광수만로 341
10055448,제주 홍양 민박,63049,제주특별자치도 제주시 애월읍 애월해안로 690
10055449,가평 어울림펜션,12406,경기도 가평군 북면 백둔로133번길 12-7
10055452,대부도 더하우스펜션,15651,경기도 안산시 단원구 참살이3길 23
10055453,대부도 올리브펜션,15651,경기도 안산시 단원구 참살이3길 17
10055454,포항 딥스온 풀빌라,37929,경상북도 포항시 남구 호미곶면 일출로 606-20
10055455,강화도 이소하우스,23011,인천광역시 강화군 양사면 인화로 466-8
10055456,고성 펜션휴,24764,강원특별자치도 고성군 토성면 토성로 90 (펜션 휴)
10055457,경주 스테이가온해,38143,경상북도 경주시 금성로319번길 26-1
10055460,인천 (연안부두) 아이리스,22348,인천광역시 중구 연안부두로43번길 15
10055461,부산 기장 그루브스테이,46084,부산광역시 기장군 기장읍 당사로5길 17
10055462,울주 해빌리지펜션,45015,울산광역시 울주군 서생면 간절곶1길 31
10055463,강화도 하늘채펜션,23061,인천광역시 강화군 화도면 해안남로 2272-25
10055464,대부도(선재도) 30초바닷가아라펜션,23122,인천광역시 옹진군 영흥면 선재로306번길 31-101
10055465,가평 파인트리키즈풀빌라,12448,경기도 가평군 상면 축령로45번길 62-29
10055466,강화도 해이든애견글램핑,23018,인천광역시 강화군 내가면 고비고개로 663
10055467,김천 썬,39674,경상북도 김천시 아포읍 국사길 163
10055469,태안 이원스테이펜션,32100,"충청남도 태안군 이원면 원이로 2444-6 (밀레오레펜션) 가,나동"
10055471,평창 위드랜드,25306,강원특별자치도 평창군 봉평면 안흥동1길 25-5 (스노우캐슬)
10055472,제주 우리들의블루스펜션,63011,제주특별자치도 제주시 한림읍 일주서로 5083-24
10055473,평택 한옥이랑구들이,17789,경기도 평택시 고덕면 고덕북로 290-8
10055474,산청 지리산황토치유마을펜션,52236,경상남도 산청군 시천면 지리산대로511번길 13
10055475,호텔 더 디자이너스 리즈스윗 역삼,06142,서울특별시 강남구 테헤란로37길 13-12 (호텔더디자이너스리즈스윗역삼)
10055476,제주 대흘에서,63343,제주특별자치도 제주시 조천읍 대흘5길 88-17
10055477,제주 봄보름독채펜션,63332,제주특별자치도 제주시 조천읍 신흥관전길 8
10055481,제천 에이치에비뉴 제천역점,27169,충청북도 제천시 의림대로11길 31
10055482,포항 A1호텔 영일대점,37722,경상북도 포항시 북구 해동로 323
10055487,하동 몽글몽글펜션,52303,경상남도 하동군 화개면 가탄길 59 (몽글몽글)
10055488,제주 담제독채풀빌라,63358,제주특별자치도 제주시 구좌읍 행원로4길 21-4
10055490,홍천 KHK캠핑장,25104,강원특별자치도 홍천군 서면 아우라치길 6
10055491,인천(검단) 호텔 여기야,22635,인천광역시 서구 완정로156번길 9 (여기야호텔)
10055493,산청 오스테이펜션&글램핑,52237,경상남도 산청군 시천면 남대길 7-11
10055518,대전 유성 에이스 by 아늑,34187,대전광역시 유성구 계룡로141번길 13-21
10055521,캄레스트 호텔 사상,46986,부산광역시 사상구 학감대로237번길 12 (패션모텔)
10055522,제천 청풍레이크카라반,27218,충청북도 제천시 수산면 옥순봉로 967
10055524,남해 코지앤슬로우펜션,52449,경상남도 남해군 창선면 서부로1369번길 32-14
10055525,문경 비움독채펜션,36923,경상북도 문경시 마성면 봉생2길 10-1
10055528,양구 아모르펜션,24509,강원특별자치도 양구군 동면 남동로707번길 92-10
10055529,춘천 루체 호텔,24360,강원특별자치도 춘천시 방송길36번길 73-5
10055530,홍천 더파크12글램핑펜션,25100,강원특별자치도 홍천군 서면 밤벌길2번길 35
10055531,제주 소길리안974펜션,63037,제주특별자치도 제주시 애월읍 소길남길 225-1
10055533,호텔 더 마크 해운대,48099,부산광역시 해운대구 해운대해변로298번길 29 (해운대푸르지오시티)
10055534,경주 호텔 701,38123,경상북도 경주시 감포읍 동해안로 1712
10055535,서산 호텔 24st,31984,충청남도 서산시 읍내1로 24
10055536,남해 모던스파펜션,52434,경상남도 남해군 남면 남면로 1523-10
10055537,광양 인서리공원,57753,전라남도 광양시 광양읍 남문길 65
10055538,남이섬 호텔 정관루,24464,강원특별자치도 춘천시 남산면 남이섬길 1 (남이섬)
10055539,경주 퍼스펫애견펜션,38065,경상북도 경주시 외외1길 112-6
10055540,양양 오션뷰애견펜션 바다빛무지개,25057,강원특별자치도 양양군 현남면 매바위길 63
10055542,인천(검단신도시) 호텔 캘리포니아,22866,인천광역시 서구 발산로 23 (다온프라자2)
10055543,광주 첨단 호텔 23°C,62275,광주광역시 광산구 첨단중앙로152번길 81-8
10055546,어반스테이 부산송도해변,49269,부산광역시 서구 송도해변로 97 (그랩 디 오션 송도)
10055547,포항 ONEMIND독채펜션(24년1월신축),37947,경상북도 포항시 남구 장기면 동해안로 2770-21
10055553,신제주집,63132,제주특별자치도 제주시 연동6길 5 (제주1번가 더테라스)
10055555,안동 하늘이 열리는 M 무인텔 풍산점,36622,경상북도 안동시 풍산읍 수곡토일길 12
10055556,가평 호호키즈풀빌라,12425,경기도 가평군 가평읍 태봉두밀로406번길 143 (설원팬션)
10055557,"양평 한옥마을황토펜션(촌캉스, 단체, 가족, 불멍)",12575,경기도 양평군 강하면 전의1길 43-6
10055561,경주 마동717풀빌라,38127,경상북도 경주시 광산길 199-50
10055562,제주 한라게스트하우스,63207,제주특별자치도 제주시 서광로 278 (줌타워)
10055565,가평 댕댕이애견펜션실버,12430,경기도 가평군 가평읍 복장포길 118-3
10055567,강릉 스테이모모,25402,강원특별자치도 강릉시 주문진읍 신리천로 288-37
10055569,대구 포레22게스트하우스,42419,대구광역시 남구 현충로26길 73-11
10055570,부산 영도 블루 호텔 (BLUE HOTEL),49045,부산광역시 영도구 절영로42번길 5
10055575,서프리조트 제이디 양양,25053,강원특별자치도 양양군 현남면 새나루길 5
1000001350,인제 물가에펜션,24605,강원도 인제군 북면 황태길 115
1000002070,거제도 퀸크루즈리조텔,53332,경상남도 거제시 동부면 거제대로 975
1000002190,가평 솔다람숲힐링파크펜션,12425,경기도 가평군 가평읍 태봉두밀로406번길 122
1000002242,제주 으뜸원펜션,63010,제주특별자치도 제주시 한림읍 금능길 55
1000002283,서귀포 아주좋은날펜션,63633,제주특별자치도 서귀포시 성산읍 온평상하로 85
1000002288,서귀포 유러하우스펜션,63573,제주특별자치도 서귀포시 막숙포로 136
1000003059,경주 KB펜션,38175,경상북도 경주시 보문마을4길 27
1000003076,을왕리 안악민박펜션,22383,인천광역시 중구 을왕로 3
1000003240,속초 하늘바다펜션,24900,강원도 속초시 해오름로 36
1000003603,"태안(안면도) 바다애보석펜션(수영장,BBQ)",32166,충청남도 태안군 안면읍 해안관광로 130-39
1000003762,평창 휘닉스에메랄드펜션,25309,강원도 평창군 봉평면 직동길 94-47
1000057680,서귀포 돌고래하우스펜션,63564,제주특별자치도 서귀포시 이어도로 826-58
1000074159,양양 모닝비치펜션(★죽도해변),25053,강원도 양양군 현남면 동산큰길 7
1000080217,대전 프리모 호텔,34187,대전광역시 유성구 계룡로141번길 29-21
1000080231,거제도 더비치 펜션 빌리지,53201,경상남도 거제시 장목면 거제북로 2738-3
1000080233,경포 에메랄드 호텔,25460,강원도 강릉시 해안로406번길 26
1000080247,여수 맥스호텔,59689,전라남도 여수시 시청동3길 35-8
1000080250,여수 자무인텔,59689,전라남도 여수시 시청동3길 35-6
1000080276,울산 64 inn hotel,44696,울산광역시 남구 삼신로 64
1000080292,구리 제니스 호텔,11927,경기도 구리시 안골로57번길 40
1000080307,제주 하모니리조트,63015,제주특별자치도 제주시 한림읍 협재로 213
1000086255,여수 유탑 마리나 호텔&리조트,59744,전남 여수시 오동도로 61-15
1000086535,가평 도그더왈츠펜션,12405,경기도 가평군 북면 가화로 1462-39
1000086538,거제도 더채움펜션,53334,경상남도 거제시 남부면 거제남서로 322
1000086560,태안 캐리비안리조트,32158,충청남도 태안군 남면 드르니길 239-130
