LDGS_CD,LDGS_NM,LDGS_ZIP_NO,LDGS_ROAD_NM_ADDR
10041746,구미 인동 호텔 노마드 아늑,39430,경상북도 구미시 인동중앙로3길 38-5
10041752,구미 인동 호텔 오브젝트 아늑,39430,경상북도 구미시 인동중앙로3길 20
10041753,수원역 Boutique Hotel XYM,16456,경기도 수원시 팔달구 갓매산로56번길 8
10041756,제주 동복에머물다펜션,63347,제주특별자치도 제주시 구좌읍 동복로 75-8
10041757,성주 별 무인텔,40032,경상북도 성주군 선남면 성주로 3478-37
10041758,화순 쉼 무인호텔,58148,전라남도 화순군 도곡면 온천2길 51-1
10041759,태안 율하우스펜션,32111,충청남도 태안군 원북면 나루터길 340
10041760,고성 설화 독채스테이,24768,강원도 고성군 토성면 용원로 552-14
10041762,상주 아이쉼터키즈풀빌라,37102,경상북도 상주시 화북면 문장로 1524
10041768,제주 라임펜션,63112,제주특별자치도 제주시 도두봉6길 29
10041769,상주 아이사랑키즈풀빌라,37102,경상북도 상주시 화북면 문장로 1524-1
10041771,울산 삼산 넘버25 울산삼산점,44713,울산광역시 남구 삼산로317번길 12-20
10041774,창원 마산 나인,51236,경상남도 창원시 마산회원구 내서읍 경남대로 935
10041775,대부도 로즈힐펜션,15640,경기도 안산시 단원구 구봉길 183-17
10041778,서귀포 올레브릿지하우스펜션,63530,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 26
10041779,전주 참다원펜션,55045,전라북도 전주시 완산구 향교길 155-9 (교동)
10041780,포항 씨엔밤부펜션,37518,경상북도 포항시 북구 청하면 해안로2052번길 22-25
10041783,을왕리 메누하 펜션,22383,인천광역시 중구 용유서로302번길 21-11
10041789,통영 씨앤씨펜션(신축),53086,경상남도 통영시 산양읍 산양일주로 488
10041790,전주 별빛마루펜션,55039,전라북도 전주시 완산구 전동성당길 33-13
10041791,르메인호텔 서귀포,63530,제주특별자치도 서귀포시 안덕면 화순로 119
10041793,태안(안면도) 상상키즈펜션,32157,충청남도 태안군 남면 청포대길 11
10041794,목동 호텔 모카,07937,서울특별시 양천구 목동로 229
10041795,제천 예스모텔,27185,충청북도 제천시 내제로 17
10041798,경산 2월 호텔(하양점),38435,경상북도 경산시 하양읍 조산천서길 3
10041799,계룡 드림 무인텔,32804,충청남도 계룡시 엄사면 번영1길 6-9
10041800,제주 하나,63273,제주특별자치도 제주시 고마로 58
10041801,가평 연인산 모텔,12403,경기도 가평군 북면 화악산로 17
10041802,전주 신시가지 호텔 아이,54969,전라북도 전주시 완산구 홍산북로 84
10041805,청주 투비인,28642,충청북도 청주시 서원구 충대로14번길 83
10041827,태안 데네브펜션(리모델링신규오픈),32152,충청남도 태안군 남면 우운길 158-8
10041828,제주 스위스마을214동펜션,63342,제주특별자치도 제주시 조천읍 함와로 566-29
10041859,서귀포 리치스테이,63595,제주특별자치도 서귀포시 정방로 7-6
10041888,울산 달동 뷰,44718,울산광역시 남구 왕생로46번길 7
10041889,제이앤파크 호텔,22383,인천광역시 중구 용유서로 262-15
10041892,안동 베네치아호스텔펜션,36711,경상북도 안동시 용상북1길 51
10041898,진주 장미빛,52758,경상남도 진주시 진양호로564번길 12-7
10041899,진주 샤인빌,52801,경상남도 진주시 남강로1259번길 5
10041901,진주 둥지,52710,경상남도 진주시 진주대로891번길 29-1
10041902,경주 신라한옥호텔풀빌라,38064,경상북도 경주시 소티남길 19-25
10041903,태안(안면도) 비포선셋펜션,32172,충청남도 태안군 고남면 가경주길 65-70
10041905,서귀포 밀레니엄빌펜션,63599,제주특별자치도 서귀포시 보목로64번길 196
10041906,산청 예다움한옥스테이펜션,52252,경상남도 산청군 단성면 지리산대로 2901-6
10041907,연천 두레펜션,11021,경기도 연천군 청산면 백의로 3
10041908,거제 라온힐조풀빌라펜션,53273,경상남도 거제시 사등면 가조로 565-5 주1~3동
10041909,음성 중원,27639,충청북도 음성군 금왕읍 대금로 1090
10041910,전주 24게스트하우스펜션,55000,전라북도 전주시 완산구 현무3길 56 (중노송동)
10041911,영덕 해파랑펜션,36453,"경상북도 영덕군 강구면 영덕대게로 425 1동, 3동, 4동"
10041913,인천(부평) 힐탑모텔,21396,인천광역시 부평구 부평문화로106번길 39
10041915,시흥 호텔 세븐스텝 시흥정왕점,15040,경기도 시흥시 옥구상가4길 8-4
10041918,거제도 펜션 어나더데이(신축),53327,경상남도 거제시 일운면 반송재로 480-14
10041920,청도 홍이펜션,38319,경상북도 청도군 이서면 팔조길 141-59
10041921,울산 온산 J,45005,울산광역시 울주군 온산읍 덕신로 234
10041922,청도 에델바이스펜션,38368,경상북도 청도군 운문면 신원3길 7
10041923,울산 진하 님,45013,울산광역시 울주군 서생면 진하9길 35-2
10041926,코아&2060 호텔,14066,경기도 안양시 동안구 관평로182번길 20
10041927,합천 합천호문워크카라반캠핑장펜션,50216,경상남도 합천군 대병면 신성동1길 19
10041931,영암 연희한옥펜션,58434,전라남도 영암군 군서면 왕인로 690-17
10041932,태안 스톤스카이펜션,32119,충청남도 태안군 소원면 법산길 494-34
10041934,서산 편안한민박펜션,32023,충청남도 서산시 부석면 간월도2길 74-19
10041935,남해 산타모니카펜션,52438,경상남도 남해군 이동면 미국마을길 16
10041936,"용인 쁘띠프로방스펜션(독채, 풀빌라)",17176,경기도 용인시 처인구 원삼면 두창호수로 163
10041937,사천 요기가펜션,52544,경상남도 사천시 서포면 제비길 164
10041938,평택 라센느관광호텔,17725,경기도 평택시 도일유통길 13-27
10041939,하동 하늘꼬마키즈풀빌라펜션,52317,경상남도 하동군 북천면 경서대로 1943-15
10041942,삼척 씨에코펜션,25937,강원도 삼척시 근덕면 삼척로 2767-15
10041945,서귀포 소금막호스텔펜션,63600,제주특별자치도 서귀포시 쇠소깍로 151-14
10041946,가평 안젤로키즈풀빌라,12401,경기도 가평군 북면 가화로 2372-37
10041947,해남 또하르네펜션,59047,전라남도 해남군 삼산면 민박촌길 67
10041949,제주 모닝캄,63082,제주특별자치도 제주시 원노형2길 21
10041950,가평 통통키즈풀빌라펜션,12406,"경기도 가평군 북면 백둔로 61-72 1,2층"
10041953,제주 씨엘,63252,제주특별자치도 제주시 고마로 35
10041955,제주 오라성,63188,제주특별자치도 제주시 서광로2길 15-1
10041956,제주 사라봉,63283,제주특별자치도 제주시 동문로 133
10041957,서귀포 남미호텔,63596,제주특별자치도 서귀포시 솔동산로10번길 19
10041958,부천 스테이앤에이블펜션,14573,경기도 부천시 부흥로433번길 12-2
10041959,인천(을왕리) 브라운도트 인천을왕리점,22383,인천광역시 중구 용유서로480번길 6
10041960,양평 놀마루29펜션,12581,경기도 양평군 양서면 제탄2길 29
10041962,태안(안면도) 꼰띠고애견펜션(미니개별운동장),32162,충청남도 태안군 안면읍 붓드기길 76-2
10041963,담양 대숲사이민박펜션,57371,전라남도 담양군 봉산면 기곡상덕길 58-5
10041965,상주 휴하우스펜션,37242,경상북도 상주시 용마로 475 (도남동)
10041966,함평 푸른별한옥펜션,57137,전라남도 함평군 함평읍 주포한옥길 41
10041970,진도 브라운하우스민박펜션,58941,전라남도 진도군 임회면 폐동길 81
10041971,가평 글램핑사그막끝마을펜션,12416,경기도 가평군 가평읍 석봉로3번길 167-54
10041974,포항 그랑모던풀빌라,37895,경상북도 포항시 남구 오천읍 오어로154번길 19-16
10041981,대구 상인동 베네치아,42788,대구광역시 달서구 월배로34길 16
10041982,파주 청화모텔,10821,경기도 파주시 문산읍 문향로 69-15
10041990,광주 상무 호텔 듀 (D＇you Hotel),61963,광주광역시 서구 상무중앙로38번길 22
10041993,진주 동경,52812,경상남도 진주시 남강로 1223
10041994,함양 용추글램핑펜션,50005,경상남도 함양군 안의면 용추계곡로 477
10041995,횡성 향기마을펜션,25257,강원도 횡성군 갑천면 갑천로 837
10041996,보령(삽시도) 수루미민박펜션,33411,충청남도 보령시 오천면 삽시도3길 65-11
10041998,서귀포 돌과바람리조트펜션,63605,제주특별자치도 서귀포시 하신상로 166
10041999,양양 낙산스테이펜션,25009,강원도 양양군 강현면 주청2길 28
10042000,거제 한실민박펜션,53203,경상남도 거제시 하청면 칠천로 701
10042001,제주 월령채펜션(연박만가능),63010,제주특별자치도 제주시 한림읍 월령3길 27-5
10042002,서귀포 티파니에서아침을펜션,63618,제주특별자치도 서귀포시 남원읍 서의로154번길 12
10042004,완주 청풍헌한옥펜션,55312,전라북도 완주군 고산면 동봉길 20-6
10042005,동해 이지 무인텔,25729,강원도 동해시 향로봉길 100-3
10042008,곡성 좋은세상리조트글램핑펜션,57550,전라남도 곡성군 죽곡면 대황강로 1397-45
10042015,장성 달돋이마을펜션,57203,전라남도 장성군 북이면 오작로 384
10042017,괴산 더그레이스2펜션,28059,충청북도 괴산군 청천면 송문로 391-9
10042018,남원 지리산밸리펜션,55805,전라북도 남원시 산내면 지리산로 1268
10042020,태안 태안빌펜션,32154,충청남도 태안군 남면 달산포로 247-27
10042021,부산 폴마레펜션,48073,부산광역시 해운대구 송정중앙로6번길 86
10042023,울산 진하비치펜션,45013,울산광역시 울주군 서생면 진하9길 22-14
10042025,밀양 연수네펜션,50418,경상남도 밀양시 단장면 시전중앙2길 42
10042027,호텔 써밋,18014,경기도 평택시 고덕중앙로 200-33
10042028,공주 월정농원펜션,32521,충청남도 공주시 사곡면 모단길 16
10042033,동해 우유펜션(묵호항),25709,강원도 동해시 일출로 161
10042035,무안 휴펜션,58557,전라남도 무안군 청계면 복길로 450-39
10042038,무주 월드 호텔,55555,전라북도 무주군 설천면 만선로 80
10042039,아산 하루 무인텔,31442,충청남도 아산시 음봉면 아산온천로157번길 15-4
10042040,주니비노 호텔,04084,서울특별시 마포구 양화진2길 31
10042041,정읍 그리스,56174,전라북도 정읍시 수성2로 39-7
10042043,홍천 더스테이모텔,25137,강원도 홍천군 홍천읍 홍천로7길 6
10042044,강화도 카우스펜션,23061,인천광역시 강화군 화도면 해안남로 2421-208
10042045,가평 도로시의숲펜션,12447,경기도 가평군 상면 임초밤안골로 287
10042048,천안 파레스,31123,충청남도 천안시 동남구 먹거리5길 14
10042050,부산 기장 브라운도트 기장역점,46058,부산광역시 기장군 기장읍 반송로 1523
10042052,사천(삼천포) YAJA 삼천포항점,52568,경상남도 사천시 노산공원길 65
10042053,공주 로뎀나무민박펜션,32626,충청남도 공주시 반포면 석봉길 38-3
10042055,전주 중화산동 브라운도트 전주중화산점,54985,전라북도 전주시 완산구 한두평2길 14-6
10042056,제천 수페23풀빌라,27218,충청북도 제천시 수산면 옥순봉로6길 39-2
10042060,광주 충장로 엔터호텔,61479,광주광역시 동구 천변우로 361-14
10042064,서산 헤라,31963,충청남도 서산시 갈산3길 5
10042065,당진 폭풍의언덕여관,31805,충청남도 당진시 면천면 장촌길 87
10042066,청주 오창 레스트(REST)호텔,28125,충청북도 청주시 청원구 오창읍 과학산업4로 8-7
10042067,웰킨호텔,48492,부산광역시 남구 유엔평화로4번길 30
10042068,체스터톤스 속초,24854,강원도 속초시 엑스포로 109
10042069,김제 타임,54368,전라북도 김제시 콩쥐팥쥐로 103
10042071,정읍 만월파크,56161,전라북도 정읍시 서성길 14-5
10042072,안성 CITY HOTEL(시티 호텔),17546,경기도 안성시 대덕면 중앙대학로 115
10042073,안성 HOTEL NOMAD(노마드),17509,경기도 안성시 보개면 보개원삼로 492
10042075,양산 BN886펜션,50500,경상남도 양산시 원동면 배내로 886
10042077,춘천 까사펜션,24400,강원도 춘천시 동내면 외솔길19번길 31-4
10042078,정읍 더 설,56188,전라북도 정읍시 중앙로 205
10042079,울릉도 펠리체펜션,40231,경상북도 울릉군 울릉읍 중령길 129-63
10042080,합정 주니비노,04084,서울특별시 마포구 양화진2길 31
10042081,전주 한옥마을 교동 덕수궁,55044,전라북도 전주시 완산구 향교길 56-9
10042083,포천 키즈몽풀빌라(황태해장국 조식무료제공),11119,경기도 포천시 일동면 운악청계로1480번길 146
10042085,옥천 스토리,29027,충청북도 옥천군 옥천읍 성왕로 1458
10042086,울진 기성펜션더데이,36348,경상북도 울진군 기성면 기성1길 80-2
10042087,태안 파티파티펜션,32155,충청남도 태안군 남면 청포대길 84
10042090,서귀포 코즈게스트하우스펜션,63523,제주특별자치도 서귀포시 안덕면 동광로100번길 20
10042091,청도 희희낙락풀빌라펜션,38306,경상북도 청도군 풍각면 봉수길 263
10042092,"남해 라에스뜨레야풀빌라(신축,독채)",52409,경상남도 남해군 서면 남서대로 1949-3
10042093,포항 블루밍펜션,37947,경상북도 포항시 남구 장기면 동해안로 2816
10042096,남해 오롯이바다풀빌라,52446,경상남도 남해군 삼동면 양화금로 329-31
10042100,전주 교동덕수궁펜션,55044,전라북도 전주시 완산구 향교길 56-9
10042101,경주 불국사 푸른산유스텔,38127,경상북도 경주시 불국신택지5길 22
10042102,무주 늘품펜션,55511,전라북도 무주군 무주읍 삼방로 934
10042103,인천(부평) 호텔 벨루스,21390,인천광역시 부평구 부흥로294번길 19
10042104,거제 더비치펜션,53201,경상남도 거제시 장목면 거제북로 2738-3
10042105,속초 씨크릿펜션,24904,강원도 속초시 청봉로 215
10042106,삼척 A1,25947,강원도 삼척시 도계읍 도계강변길 66-3
10042112,남해 남해뜰풀빌라,52442,경상남도 남해군 미조면 미송로 181-64
10042115,안동 치암고택펜션,36679,경상북도 안동시 퇴계로 297-10
10042118,전주 한옥마을 덕수궁 한옥스테이,55036,전라북도 전주시 완산구 간납로 10
10042122,아산 제네시스,31442,충청남도 아산시 음봉면 아산온천로157번길 7-8
10042125,경주 봉황맨션,38158,경상북도 경주시 원효로 104-6
10042126,단양 을전56펜션,27023,충청북도 단양군 가곡면 을전길 56
10042127,제주 사남매하우스펜션,63358,제주특별자치도 제주시 구좌읍 행원로 20-15
10042128,제주 기린빌라리조트,63609,제주특별자치도 서귀포시 남원읍 서성로 427
10042129,창원 돈 호텔,51436,경상남도 창원시 성산구 용지로153번길 7
10042130,부산 서면 호텔 브로아,47287,부산광역시 부산진구 중앙대로691번가길 9
10042133,가평 스테이온펜션,12453,경기도 가평군 청평면 강변로 119
10042134,고성 백도카페펜션,24752,강원도 고성군 죽왕면 문암항2길 13-1
10042135,인천(서구) 데이앤나잇(DAY&NIGHT),22726,인천광역시 서구 탁옥로51번길 13-11
10042136,금산 안스테이펜션,32755,충청남도 금산군 부리면 적벽강로 332-11
10042137,서귀포 글레즈하임호텔펜션,63564,제주특별자치도 서귀포시 이어도로 777
10042138,양양 루미너스풀빌라,25042,강원도 양양군 손양면 선사유적로 380
10042139,제주 함덕예쁜집민박펜션,63334,제주특별자치도 제주시 조천읍 함와로 281
10042140,경주 게스트하우스프랜드펜션,38153,경상북도 경주시 북정로33번길 7
10042141,제주 에덴펜션,63114,제주특별자치도 제주시 서해안로 456-12
10042143,강화도 온다풀빌라,23053,인천광역시 강화군 길상면 동검길154번길 24-17
10042146,브론즈 호텔,51720,경상남도 창원시 마산합포구 어시장1길 11
10042147,양양 허브모텔펜션,25009,강원도 양양군 강현면 주청2길 22-1
10042148,전주 어린왕자게스트하우스,55041,전라북도 전주시 완산구 태조로 14-1
10042149,여수 자리움키즈풀빌라(전객실 독채풀),59771,전라남도 여수시 돌산읍 마상포길 30
10042150,포항 대잠동 뉴욕뉴욕 카무인텔,37761,경상북도 포항시 남구 중섬로 12
10042151,통영 라베르,53079,경상남도 통영시 도남로 257-21
10042152,문경 문경관광호텔,36919,경상북도 문경시 문경읍 새재2길 32-11
10042156,여주 남한강 J,12634,경기도 여주시 주내로 39
10042157,강릉 베이스캠프카라반,25435,강원도 강릉시 사천면 해안로 940-12
10042158,호텔 브릿지 서귀포,63595,제주특별자치도 서귀포시 태평로 436
10042159,가평 풀빌라&글램핑랜드,12430,경기도 가평군 가평읍 복장포길 46-148
10042160,보령 대천통나무솔내음펜션,33491,충청남도 보령시 통나무마을2길 6
10042163,서울 영등포 캡슐M펜션,07306,서울특별시 영등포구 경인로100길 1-10
10042164,제주 라온민박,63190,제주특별자치도 제주시 공설로5길 20
10042166,속초 노도레지던스펜션,24827,강원도 속초시 수복로259번길 28
10042168,포항 비치드웨일풀빌라B,37928,경상북도 포항시 남구 호미곶면 구만길 176
10042170,산청 와일드플라워펜션,52242,경상남도 산청군 단성면 호암로 1222
10042172,강릉 펜션궁(오션뷰),25435,강원도 강릉시 사천면 해안로 1085
10042174,용인 힐팰리스펜션,17176,경기도 용인시 처인구 원삼면 두창호수로144번길 12-3
10042175,무주 더플라워펜션,55563,전라북도 무주군 무풍면 구천동로 289-18
10042176,함평 다온한옥펜션,57137,전라남도 함평군 함평읍 주포한옥길 58
10042180,가평 아띠랑스펜션,12403,경기도 가평군 북면 멱골로 342
10042181,동대문역사문화공원역 LOO(루호텔),04561,서울특별시 중구 장충단로 229-5
10042182,해남 태양옥한옥민박펜션,59047,전라남도 해남군 삼산면 고산로 755-6
10042184,거제도 와현펜션,53329,경상남도 거제시 일운면 와현로 58 주2동
10042185,거제도 고현 거제스테이,53254,경상남도 거제시 거제중앙로17길 5
10042186,삼척 수,25961,강원도 삼척시 원덕읍 호산2길 70-5
10042189,경주 나의봄풀빌라,38038,경상북도 경주시 천북면 목실길 52
10042190,해남 라메르해남펜션,59049,전라남도 해남군 화산면 송평1길 45-30
10042191,평창 향촌펜션,25306,강원도 평창군 봉평면 안흥동길 47-73
10042193,고성 대진항민박펜션,24703,강원도 고성군 현내면 대진항길 141
10042195,제주 함덕올래펜션,63334,제주특별자치도 제주시 조천읍 함덕남4길 99
10042196,통영 써니펜션민박,53100,경상남도 통영시 욕지면 욕지일주로 437
10042198,태안 몽산포베네치아펜션,32153,충청남도 태안군 남면 몽산포길 67-41
10042199,강릉 낭만게스트하우스펜션,25633,강원도 강릉시 옥계면 금진뒷길 103-6
10042201,광주 상무 호텔 세븐브릭스(HOTEL 7 BRICKS),61949,광주광역시 서구 상무중앙로68번길 21
10042202,포항 해나루펜션,37931,경상북도 포항시 남구 구룡포읍 호미로426번길 17
10042204,제주 호텔풀리벤시아,63010,제주특별자치도 제주시 한림읍 한림로 33
10042207,영덕 일키로미터(1KM)펜션,36403,경상북도 영덕군 병곡면 흰돌로 117
10042208,양산(배내골) 배내펜션,50584,경상남도 양산시 원동면 어실로 1401
10042210,안동 보화다원펜션,36616,경상북도 안동시 서후면 풍산태사로 2886-10
10042211,서귀포 중문올레펜션,63531,제주특별자치도 서귀포시 안덕면 한밭로 61
10042213,곡성 기차마을게스트하우스펜션,57542,전라남도 곡성군 곡성읍 중앙로 98-2
10042214,강화도 장락재펜션,23059,인천광역시 강화군 화도면 마니산로606번길 16-4
10042215,전주 대성정담한옥펜션,55116,전라북도 전주시 완산구 고덕산1길 30
10042219,군산 여미랑펜션,54022,"전라북도 군산시 구영5길 16 구영6길 19, 구영5길 20, 구영6길 11, 구영5길 10(월명동)"
10042221,목포 인더웅펜션,58724,전라남도 목포시 수문로 42-5
10042222,크로와상호텔 구리 by 아늑,11927,경기도 구리시 체육관로 148
10042223,서울 명동 더로드펜션,04631,서울특별시 중구 소공로6길 13-8
10042224,태안 헬로카라방펜션,32168,충청남도 태안군 안면읍 안면대로 3343-5
10042225,정읍 웨스턴스프링스펜션,56197,전라북도 정읍시 송산1길 142-101
10042227,전주 우아동 블랙스톤,54910,전라북도 전주시 덕진구 도당산4길 58
10042228,김천 올레,39679,경상북도 김천시 농소면 농남로 204-8
10042229,전주 우아동 우아장,54910,전라북도 전주시 덕진구 도당산4길 8-15
10042230,하동 호사랑채펜션,52310,경상남도 하동군 청암면 청학로 981
10042231,전주 우아동 르네상스,54910,전라북도 전주시 덕진구 도당산4길 42
10042233,전주 우아동 임페리얼,54910,전라북도 전주시 덕진구 도당산3길 8-1
10042235,횡성 언덕위작은성민박,25263,강원도 횡성군 둔내면 고원로 486-16
10042236,전주 우아동 어제처럼,54910,전라북도 전주시 덕진구 도당산4길 10
10042237,논산 양촌랜드펜션,33025,충청남도 논산시 양촌면 황산벌로 189-19
10042238,유에이치 스위트 더 서울,04508,서울특별시 중구 만리재로 211
10042239,광주(퇴촌면) 더 쉼 무인텔,12711,경기도 광주시 퇴촌면 산수로 1266
10042243,아산 샤넬,31428,충청남도 아산시 영인면 아산로1233번길 5
10042244,제주 쉬영목펜션,63349,제주특별자치도 제주시 구좌읍 일주동로 2586
10042245,청도 호텔 엑스,38324,경상북도 청도군 화양읍 삼신길 21-12
10042246,광주 운암동 에이치원 호텔,61262,광주광역시 북구 대자로106번길 10-6
10042247,가평 전원별장펜션,12406,경기도 가평군 북면 백둔로650번길 62
10042249,포천 하늘과바람의호수펜션,11119,경기도 포천시 일동면 운악청계로1480번길 43
10042250,태안 꿈이익는뜨락펜션,32162,충청남도 태안군 안면읍 국사봉길 214-2
10042251,광주 운암동 에이치원호텔,61262,광주광역시 북구 대자로106번길 10-6
10042252,여수 모이리,59763,전라남도 여수시 봉산남6길 11-17
10042253,강화도 향기정원펜션(애견동반),23061,인천광역시 강화군 화도면 해안남로 2166-39
10042254,강릉 델루나펜션(멍이냥이 동반 무료),25435,강원도 강릉시 사천면 해안로 1072
10042256,군산 아트 무인텔,54077,전라북도 군산시 백릉안1길 21
10042257,통영 금탑,53050,경상남도 통영시 통영해안로 392
10042258,"제주 모퉁이작은집펜션(협재,금능해수욕장)",63003,제주특별자치도 제주시 한경면 일주서로 4530
10042260,광주 두암동 넘버25 동광주점,61168,광주광역시 북구 면앙로155번길 9
10042261,광주(퇴촌면) 드라이브인 호텔 썬 무인텔,12712,경기도 광주시 퇴촌면 석둔길 27
10042262,구례 제일온천호텔,57604,전라남도 구례군 산동면 하관1길 29
10042263,그리핀베이 호텔,48984,부산광역시 중구 자갈치로59번길 6
10042264,보성 한옥숨펜션,59405,전라남도 보성군 복내면 개기로 1529-45 1층
10042265,제주 메종드우도펜션,63365,제주특별자치도 제주시 우도면 우도해안길 816
10042268,가평 프랜치캣풀빌라펜션,12403,경기도 가평군 북면 보안벚꽃길 70
10042271,제주 애월하타민박,63034,제주특별자치도 제주시 애월읍 곽지남3길 21-1
10042272,태안 라온애견펜션,32151,충청남도 태안군 남면 진산1길 229-76
10042273,광주 첨단 스타 무인텔,62276,광주광역시 광산구 첨단중앙로116번길 42
10042274,철원 노스텔지아펜션,24023,강원도 철원군 동송읍 한탄강길 189
10042278,평창 에브라임펜션,25306,강원도 평창군 봉평면 안흥동길 47-14
10042280,월드스테이트 속초,24837,강원도 속초시 청초호반로 291
10042281,"거제도 블루캐슬애견펜션(포토존,커뮤니티시설)",53329,경상남도 거제시 일운면 거제대로 1477
10042282,칠곡 석적 라온,39839,경상북도 칠곡군 석적읍 북중리1길 24
10042283,경주 첨성대하우스펜션,38156,경상북도 경주시 화랑로38번길 12
10042285,파주 들꽃향기풀빌라,10940,경기도 파주시 조리읍 수레길 191-173
10042286,가산 마인드호텔,08527,서울특별시 금천구 남부순환로 1262
10042289,홍성 스카이,32250,충청남도 홍성군 홍성읍 구항길 343
10042290,횡성 티파니모텔,25263,강원도 횡성군 둔내면 고원남로 141
10042291,양평 비바코한옥스테이,12500,경기도 양평군 서종면 화서로 1175-11
10042292,부산역 모나코,48822,부산광역시 동구 중앙대로180번길 12-5
10042293,삼척 용화호텔,25938,강원도 삼척시 근덕면 삼척로 2154
10042294,여수 호텔 더 원(HOTEL THE ONE),59761,전라남도 여수시 국포1로 6
10042295,명동 더 스테이 호텔,04537,서울특별시 중구 명동8가길 31 4층 4층 4층
10042296,안동 연플러스펜션,36702,경상북도 안동시 서동문로 222-18
10042297,제천 하루,27203,충청북도 제천시 금성면 청풍호로 416-20
10042298,독산 SI호텔,08526,서울특별시 금천구 벚꽃로 182
10042300,강릉 솔밭흙집펜션,25633,강원도 강릉시 옥계면 금진솔밭길 130
10042303,태안 어나더비치펜션,32158,충청남도 태안군 남면 곰섬로 236-72
10042304,서귀포 데일리펜션,63633,제주특별자치도 서귀포시 성산읍 온평애향로 67-1
10042306,화성 월문 호텔 더 메이,18577,경기도 화성시 팔탄면 버들로1597번길 14-13
10042308,이천 나무요일펜션,17414,경기도 이천시 장호원읍 이풍로107번길 114-8
10042310,창원 봉곡동 자라,51176,경상남도 창원시 의창구 지귀로12번길 18
10042311,창원 팔용동 짝,51376,경상남도 창원시 의창구 의창대로54번길 14-7
10042312,안동 청궁,36700,경상북도 안동시 경동로 663-11
10042313,순천 피닉스,57923,전라남도 순천시 안신기3길 4
10042314,동탄 투데이(T-DAY),18455,경기도 화성시 동탄중심상가1길 30 5-8층
10042315,강서(김포공항) 티파니,07622,서울특별시 강서구 송정로 61-3
10042316,안동 연펜션,36702,경상북도 안동시 서동문로 222-16
10042320,강릉 다래민박,25437,강원도 강릉시 사천면 중앙서로 312-58
10042321,화성 유토피아,18572,경기도 화성시 우정읍 남양만로 771
10042323,영동 물한산장펜션,29126,충청북도 영동군 상촌면 물한계곡로 704
10042324,영덕 돌고래펜션,36460,경상북도 영덕군 강구면 강구해안길 28
10042326,전주 전주한옥마을웨이펜션,55039,전라북도 전주시 완산구 은행로 16
10042327,태안 향기고운2펜션,32166,충청남도 태안군 안면읍 해안관광로 113
10042328,제주 달작펜션,63044,제주특별자치도 제주시 애월읍 애월원당길 42-22
10042330,수원역 J호텔,16455,경기도 수원시 팔달구 팔달로 8
10042332,제주 이디완펜션,63108,제주특별자치도 제주시 백포서3길 1
10042333,제주 안개숲펜션,63346,제주특별자치도 제주시 조천읍 남조로 1772-23
10042334,창원 팔용동 W(더블유),51376,경상남도 창원시 의창구 의창대로62번길 5-7
10042335,김포 아뮤즈 호텔,10071,경기도 김포시 김포한강9로75번길 98
10042336,가평 뚜르키즈풀빌라(22년1월신축),12406,경기도 가평군 북면 백둔로 510-16
10042337,삼척 위너스,25956,강원도 삼척시 원덕읍 임원항구로 15-79
10042340,제주 하이하도풀빌라,63362,제주특별자치도 제주시 구좌읍 면수2길 19
10042343,삼해인 관광호텔,63125,제주특별자치도 제주시 도령로 108
10042344,칠곡 석적 노마드,39839,경상북도 칠곡군 석적읍 북중리2길 29
10042346,창원 마산 청솔,51244,경상남도 창원시 마산회원구 내서읍 호원로 213
10042349,제천 청풍프레임펜션,27215,충청북도 제천시 청풍면 옥순봉로19길 13
10042350,제주 미래하우스펜션,63112,제주특별자치도 제주시 서해안로 224-10
10042353,제주 꿈의바다,63047,제주특별자치도 제주시 애월읍 신엄9길 65-11
10042354,제주 대동호텔,63277,제주특별자치도 제주시 관덕로15길 6
10042356,광주 상무 CS호텔,61964,광주광역시 서구 상무평화로 128
10042358,함양 꿈의궁전,50023,경상남도 함양군 함양읍 고운로 455
10042361,오투힐 리조트,63362,제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6
10042363,수원 로얄,16455,경기도 수원시 팔달구 갓매산로 69
10042364,청송 여인숙펜션,37430,경상북도 청송군 청송읍 망미정3길 21-1
10042366,담양 오크빌민박펜션,57320,전라남도 담양군 대전면 추성1로 419-143
10042367,서귀포 제담민박펜션,63569,제주특별자치도 서귀포시 서호호근로 154
10042368,태안 학암포해당화펜션,32105,충청남도 태안군 원북면 옥파로 1160-9
10042370,전주 한옥모련펜션,55045,전라북도 전주시 완산구 향교길 82
10042371,서귀포 가시리별짱펜션,63622,제주특별자치도 서귀포시 표선면 중산간동로 4910-17
10042374,태안(안면도) 폴라리스펜션,32160,충청남도 태안군 안면읍 풍어제길 2-23
10042375,서귀포 체리하우스펜션,63621,제주특별자치도 서귀포시 남원읍 태위로 604-13
10042376,충주 야생화와고택나들이펜션,27492,충청북도 충주시 살미면 중원대로 2220
10042377,경주 송림한옥펜션,38127,경상북도 경주시 정자3길 6-11
10042378,통영 라라애견펜션,53087,경상남도 통영시 산양읍 척포길 115-27
10042380,안동 송계헌펜션,36760,경상북도 안동시 풍천면 병산길 332
10042382,가평 꼬망키즈풀빌라,12407,경기도 가평군 북면 가화로 927-14
